road,ga_length,ga_start,ga_end,ga_k_end,ga_kind,ga_q,가로수길길이,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
고덕로 83길,37.332524,127.100707,37.333633,127.095797,"은행나무, 양버즘나무",62,0.84,은행나무 외 1종으로 이루어진 가로수길,고덕로 83길,구도로,고덕동 150 ~ 고덕동 299,02-3425-6465,강동구청,2019-06-12,3240000,서울특별시 강동구
고덕로 80길,37.332388,127.095574,37.330177,127.095507,양버즘나무,139,0.69,양버즘나무로 이루어진 가로수길,고덕로 80길,구도로,상일동 148 ~ 강동고교입구교차로,02-3425-6465,강동구청,2019-06-12,3240000,서울특별시 강동구
고덕로 79길,37.332388,127.095574,37.334481,127.095756,"은행나무, 양버즘나무",136,0.68,은행나무 외 1종으로 이루어진 가로수길,고덕로 79길,구도로,고덕동 141 ~ 상일동 148,02-3425-6465,강동구청,2019-06-12,3240000,서울특별시 강동구
고덕로 62길,37.331783,127.091196,37.325693,127.090961,"은행나무, 양버즘나무",141,0.65,은행나무 외 1종으로 이루어진 가로수길,고덕로 62길,구도로,고덕동 314 ~ 명일동 58,02-3425-6465,강동구청,2019-06-12,3240000,서울특별시 강동구
고덕로 61길,37.331783,127.091196,37.334256,127.090306,"은행나무, 양버즘나무, 느티나무",164,0.81,은행나무 외 2종으로 이루어진 가로수길,고덕로 61길,구도로,명일동 2 ~ 고덕근린공원 교차로,02-3425-6465,강동구청,2019-06-12,3240000,서울특별시 강동구
고덕로 55길,37.331701,127.085623,37.333107,127.085508,"양버즘나무, 벚나무",95,0.46,양버즘나무 외 1종으로 이루어진 가로수길,고덕로 55길,구도로,고덕동 314 ~ 고덕동 490,02-3425-6465,강동구청,2019-06-12,3240000,서울특별시 강동구
강동대로 53길,37.313724,127.075879,37.312198,127.075223,양버즘나무,33,0.52,양버즘나무로 이루어진 가로수길,강동대로 53길,구도로,성내동 450-14 ~ 성내동 450-24,02-3425-6465,강동구청,2019-06-12,3240000,서울특별시 강동구
천호대로,37.322731,127.070807,37.325557,127.104295,"은행나무, 양버즘나무, 느티나무",1343,6.83,은행나무 외 2종으로 이루어진 가로수길,천호대로,시도로,천호동 461-161 ~ 상일IC,02-3425-6465,강동구청,2019-06-12,3240000,서울특별시 강동구
올림픽로,37.314035,127.070976,37.335048,127.075906,"은행나무, 느티나무, 벚나무, 회화나무",1034,4.33,은행나무 외 3종으로 이루어진 가로수길,올림픽로,시도로,풍납사거리 ~ 암사동 117-3,02-3425-6465,강동구청,2019-06-12,3240000,서울특별시 강동구
양재대로,37.311705,127.080203,37.333104,127.083893,"은행나무, 양버즘나무, 느티나무",1066,4.3,은행나무 외 2종으로 이루어진 가로수길,양재대로,시도로,둔촌사거리 ~ 암사정수센터교차로,02-3425-6465,강동구청,2019-06-12,3240000,서울특별시 강동구
상일로,37.324909,127.102501,37.334323,127.101359,"은행나무, 벚나무",618,1.7,은행나무 외 1종으로 이루어진 가로수길,상일로,시도로,상일동 359-3 ~ 강일동입구교차로,02-3425-6465,강동구청,2019-06-12,3240000,서울특별시 강동구
상암로,37.324643,127.092126,37.324435,127.101079,양버즘나무,408,1.3,양버즘나무로 이루어진 가로수길,상암로,시도로,상일동 440-3 ~ 대명초교입구교차로,02-3425-6465,강동구청,2019-06-12,3240000,서울특별시 강동구
동남로,37.310172,127.083725,37.334598,127.092507,"은행나무, 느티나무, 벚나무, 이팝나무",942,5.27,은행나무 외 3종으로 이루어진 가로수길,동남로,시도로,둔촌동 229-2 ~ 샘터근린공원 교차로,02-3425-6465,강동구청,2019-06-12,3240000,서울특별시 강동구
구천면로,37.325712,127.092215,37.323344,127.071272,"은행나무, 양버즘나무, 느티나무, 벚나무, 이팝나무",272,4.7,은행나무 외 4종으로 이루어진 가로수길,구천면로,시도로,한영고교차로 ~ 천호동 471-192,02-3425-6465,강동구청,2019-06-12,3240000,서울특별시 강동구
고덕로,37.331715,127.073023,37.333169,127.105459,"은행나무, 양버즘나무, 느티나무, 벚나무, 박태기",2327,5.05,은행나무 외 4종으로 이루어진 가로수길,고덕로,시도로,토끼굴입구교차로 ~ 강일동 418-2,02-3425-6465,강동구청,2019-06-12,3240000,서울특별시 강동구
항만11로,34.929484,127.692808,34.923481,127.695844,먼+가시,231,0.912,초록잎과 열매가 한결 거리를 싱그럽게 만들어줌,항만11로,시도,홈플러스~항만파출소,,,2019-03-18,4840000,전라남도 광양시
항만12로,34.925562,127.694461,34.927515,127.698133,먼,83,0.42,초록잎과 열매가 한결 거리를 싱그럽게 만들어줌,항만12로,시도,~원진케터링주변,,,2019-03-18,4840000,전라남도 광양시
항만9로,34.925863,127.695416,34.92482,127.696654,먼,178,0.76,초록잎과 열매가 한결 거리를 싱그럽게 만들어줌,항만9로,시도,길호대교~수산물품질검사원,,,2019-03-18,4840000,전라남도 광양시
공영로,34.935831,127.689392,34.935755,127.701016,이팝,149,0.672,차량이동이 많은 거리를 이팝나무로 인해 더욱 아름다워짐,공영로,시도,중동근린공원~동광양터미널,,,2019-03-18,4840000,전라남도 광양시
진등6길,34.955095,127.69217,34.954348,127.688912,먼,123,0.392,아파트와 상가의 거리를 모감주로 자연의 멋이 덧보임,진등6길,시도,송보6차아파트~송보5차아파트,,,2019-03-18,4840000,전라남도 광양시
진등길,34.948702,127.690978,34.956628,127.690541,먼,186,0.988,아파트와 상가의 거리를 모감주로 자연의 멋이 덧보임,진등길,시도,한마음회관~광양서울우리병원,,,2019-03-18,4840000,전라남도 광양시
중마로,34.931523,127.689225,34.934014,127.701252,이팝+가시,778,0.855,아파트와 상가의 거리를 모감주로 자연의 멋이 덧보임,중마로,시도,성호2차~마동1교차로,,,2019-03-18,4840000,전라남도 광양시
행정1길,34.942422,127.695304,34.9424,127.697285,먼,35,0.14,봄이면 푸른잎으로 열매까지 열리는 모습을 선사함,행정1길,시도,신한은행~중마체육공원,,,2019-03-18,4840000,전라남도 광양시
행정2길,34.941426,127.696171,34.94403,127.69628,먼,54,0.224,봄이면 푸른잎으로 열매까지 열리는 모습을 선사함,행정2길,시도,광양시의회~섬진강횟집,,,2019-03-18,4840000,전라남도 광양시
행정3길,34.941355,127.697451,34.943978,127.697473,먼,55,0.208,봄이면 푸른잎으로 열매까지 열리는 모습을 선사함,행정3길,시도,안산빌딩~홈럼야구연습장,,,2019-03-18,4840000,전라남도 광양시
행정4길,34.943114,127.695758,34.943114,127.697345,먼,23,0.124,봄이면 푸른잎으로 열매까지 열리는 모습을 선사함,행정4길,시도,기업은행~광산가스,,,2019-03-18,4840000,전라남도 광양시
청암로,34.948407,127.721594,34.929799,127.699137,먼,540,7.8,봄이면 푸른잎으로 열매까지 열리는 모습을 선사함,청암로,시도,금호대교~길호대교,,,2019-03-18,4840000,전라남도 광양시
느지매기길,34.954648,127.688356,34.955719,127.675895,먼,288,1.45,봄이면 푸른잎으로 열매까지 열리는 모습을 선사함,느지매기길,시도,마동중학교~금호전력,,,2019-03-18,4840000,전라남도 광양시
눈소로,34.935725,127.701617,34.940046,127.710334,먼,166,1.4,봄이면 푸른잎으로 열매까지 열리는 모습을 선사함,눈소로,시도,중마로~눈소6길,,,2019-03-18,4840000,전라남도 광양시
눈소3길,34.939197,127.704438,34.935115,127.708913,먼,80,0.58,봄이면 푸른잎으로 열매까지 열리는 모습을 선사함,눈소3길,시도,늘푸른교회~청암로,,,2019-03-18,4840000,전라남도 광양시
광영로,34.962101,127.728711,34.966288,127.717437,먼+은행,208,0.812,가을이면 노랗게 물들어가는 단풍잎거리가 아름다움,광영로,시도,국민은행~광영현대아파트,,,2019-03-18,4840000,전라남도 광양시
광포로,34.9643,127.719796,34.962181,127.722985,은행,94,0.436,가을이면 노랗게 물들어가는 단풍잎거리가 아름다움,광포로,시도,목우아파트~포스코나눔의집,,,2019-03-18,4840000,전라남도 광양시
금영로,34.959866,127.728757,34.974425,127.716282,먼+은행+가시,249,0.848,봄과 가을이면 노랗게 물들어가는 단풍잎거리가 아름다움,금영로,시도,의암삼거리~광영우체국,,,2019-03-18,4840000,전라남도 광양시
나룻1길,34.9599,127.729009,34.961799,127.728051,은행,25,0.084,가을이면 노랗게 물들어가는 단풍잎거리가 아름다움,나룻1길,시도,퍼시픽노래클럽~한국연예협회,,,2019-03-18,4840000,전라남도 광양시
남산길,34.959846,127.725965,34.961793,127.726113,은행,19,0.048,가을이면 노랗게 물들어가는 단풍잎거리가 아름다움,남산길,시도,대일빌딩~부성도시락,,,2019-03-18,4840000,전라남도 광양시
강변로,34.962254,127.728767,34.949066,127.722958,은행,323,1.456,가을이면 노랗게 물들어가는 단풍잎거리가 아름다움,강변로,시도,S-oil광영주유소~금호교차로,,,2019-03-18,4840000,전라남도 광양시
수죽길,34.960515,127.719675,34.959736,127.72327,먼,60,0.18,봄이면 푸른잎과 빨간열매로 아름다운 거리 조성,수죽길,시도,광영중학교~광양금호교회,,,2019-03-18,4840000,전라남도 광양시
담안길,34.936265,127.745656,34.939963,127.754008,가시+단풍,195,0.792,가을이면 노랗게 물들어가는 단풍잎거리가 아름다움,담안길,시도,광양기업~sk태인주유소,,,2019-03-18,4840000,전라남도 광양시
명당길,34.956362,127.754947,34.957829,127.756745,메세,50,0.356,무거운느낌의 거리를 메세로 한결 가벼워진 거리,명당길,시도,동진물류창고㈜~명당마을,,,2019-03-18,4840000,전라남도 광양시
삼봉산로,34.944436,127.740399,34.935013,127.746892,벚+가시,209,0.64,공장의거리를 하얀꽃으로 포근한 느낌이 들게 만들어줌,삼봉산로,시도,부영동강아파트~태인교,,,2019-03-18,4840000,전라남도 광양시
산업로,34.934414,127.747587,34.947099,127.765951,가시,361,1.532,강변을 가시나무로 자연과 함께하는 거리,산업로,시도,소모홀딩스~태인6길,,,2019-03-18,4840000,전라남도 광양시
태인1길,34.937816,127.755674,34.934092,127.755881,단풍,109,0.468,가을이면 노랗게 물들어가는 단풍잎거리가 아름다움,태인1길,시도,태신메탈라이징~전남도시가스,,,2019-03-18,4840000,전라남도 광양시
태인2길,34.944516,127.761023,34.934141,127.761069,가시+단풍,222,1.136,산업단지가 가시와 노란당풍으로 산뜻해진거리,태인2길,시도,동아스틸광양공장~세일산업,,,2019-03-18,4840000,전라남도 광양시
태인3길,34.939619,127.754147,34.937863,127.765482,단풍,181,1.232,무거은 거리가 노란당풍으로 산뜻해진거리,태인3길,시도,태경산업~쌍용양회,,,2019-03-18,4840000,전라남도 광양시
백일홍거리,35.286488,127.989971,35.49298,127.82596,배롱나무 외4,3386,25,산청군의 주요 도로 양옆으로 백일동안 꽃이 피어있어 아름다운 도로경관 제공,국도3호,일반국도,산청읍~신안면,055-970-6943,산청군청,2019-03-20,5450000,경상남도 산청군
배롱나무거리,35.290855,127.755228,35.35806,128.09519,배롱나무 외2,3025,30,도로 양옆으로 피어있는 꽃이 아름다운 경관 제공,국도20호,일반국도,단성면~시천면,055-970-6943,산청군청,2019-03-20,5450000,경상남도 산청군
밤머리재홍단풍거리,35.276731,127.835371,35.51561,127.93158,홍단풍 외5,3770,33,주요 가로수길 중 하나로 가을철 빨간 단풍이 아름다움,국도59호,일반국도,산청읍~밤머리재,055-970-6943,산청군청,2019-03-20,5450000,경상남도 산청군
웅석봉초록길,35.24585,127.94275,35.36802,127.91695,전나무 외5,4033,27,웅석봉으로 이어지는 푸른 전나무길로 시원한 느낌을 제공,지방도1001,지방도,어천~성철스님생가,055-970-6943,산청군청,2019-03-20,5450000,경상남도 산청군
아미2길,34.935987,127.699901,34.938699,127.700045,가시,46,0.192,가시나무로 양쪽 거리가 아름다워짐,아미2길,시도,중마터미널~중마장례식장,,,2019-03-18,4840000,전라남도 광양시
동광길,34.93906,127.699949,34.94107,127.700065,은행,34,0.136,가을이면 노랗게 물들어가는 단풍잎거리가 아름다움,동광길,시도,중마장례식장~광양종합재활용,,,2019-03-18,4840000,전라남도 광양시
발섬3길,34.933904,127.698406,34.933889,127.701065,이팝,29,0.164,상가로 밀집되어있는 거리를 푸른잎과 하얀꽃으로 편안한 분위기 조성,발섬3길,시도,베이직하우스~아미로,,,2019-03-18,4840000,전라남도 광양시
섬진강매화로,35.030891,127.768615,35.055387,127.749961,푸조,355,3.5,푸른잎들이 우거지는 시원한 거리,섬진강매화로,시도,송금리~월길리,,,2019-03-18,4840000,전라남도 광양시
사평1길,35.017276,127.781998,34.999416,127.77751,푸조+동백,456,1.5,푸른잎들이 우거지는 시원한 거리,사평1길,시도,돈탁마을~오추리,,,2019-03-18,4840000,전라남도 광양시
성불로,34.992326,127.587027,35.079717,127.565273,배롱,1497,1.289,초록으로만 우거진 거리를 배롱꽃으로 아름다워진거리,성불로,지방도,지곡리~성불산장주차장,,,2019-03-18,4840000,전라남도 광양시
도솔로,35.015337,127.592692,35.035552,127.591402,벚,540,1.1,봄이면 양옆으로 날리는 눈꽃이 아름다운 거리,도솔로,시도,저곡마을주변~봉강경계,,,2019-03-18,4840000,전라남도 광양시
백계로,35.029024,127.611737,35.034553,127.609367,은행,64,0.204,가을이면 노랗게 물들어가는 단풍잎거리가 아름다움,백계로,지방도,서울대연습림주변~,,,2019-03-18,4840000,전라남도 광양시
백계로,35.045185,127.599242,35.051354,127.598575,이팝,66,0.32,산속의거리를 이팝나무가 더 포근하게 만들어준거리,백계로,지방도,양산마을입구~백운산자연휴양림입구,,,2019-03-18,4840000,전라남도 광양시
도솔로,35.015245,127.59314,35.044918,127.594845,벚+느티,252,1.048,봄이면 하얀꽃들로 아름다운 거리 조성,도솔로,시도,봉강경계~양산마을입구,,,2019-03-18,4840000,전라남도 광양시
신재로,35.06222,127.62264,35.102098,127.597169,벚+느티+이팝,891,5.56,봄이면 하얀꽃들로 아름다운 거리 조성,신재로,시도,동동마을~논실마을,,,2019-03-18,4840000,전라남도 광양시
강변로,34.981256,127.711917,34.973749,127.725397,먼+은행,448,1.058,봄과 가을이면 노랗게 물들어가는 단풍잎거리가 아름다움,강변로,지방도,테보텍~신금배수장,,,2019-03-18,4840000,전라남도 광양시
신금산단2길,34.973018,127.72561,34.969182,127.72481,먼,38,0.7,양쪽으로 푸른잎과 작은 열매들로 깔끔한 거리를 조성,신금산단2길,시도,대아엠~하수처리장,,,2019-03-18,4840000,전라남도 광양시
신금산단3길,34.975861,127.721846,34.972504,127.719583,먼+이팝,257,0.5,양쪽으로 푸른잎과 작은 열매들로 깔끔한 거리를 조성,신금산단3길,시도,피피에스~신명,,,2019-03-18,4840000,전라남도 광양시
신금산단4길,34.977775,127.718238,34.974973,127.716505,먼,75,0.41,양쪽으로 푸른잎과 작은 열매들로 깔끔한 거리를 조성,신금산단4길,시도,금양엔지니어링~한국고벨호이스트,,,2019-03-18,4840000,전라남도 광양시
신금산단5길,34.97941,127.714649,34.972469,127.72532,먼,291,1.4,양쪽으로 푸른잎과 작은 열매들로 깔끔한 거리를 조성,신금산단5길,시도,성원테크~반석스틸,,,2019-03-18,4840000,전라남도 광양시
갈티로,34.969022,127.566954,34.96462,127.56562,느티,107,0.452,봄이되면 푸른잎들로 시원함을 선사하는거리,갈티로,시도,감미식당~종합가구,,,2019-03-18,4840000,전라남도 광양시
옹기길,34.964628,127.573625,34.962343,127.574539,은행,50,0.206,가을이면 노랗게 물들어가는 단풍잎거리가 아름다움,옹기길,시도,장애인복지관~조계하우스,,,2019-03-18,4840000,전라남도 광양시
대학로,34.962151,127.57122,34.956563,127.567361,먼+이팝,166,0.524,작은 열매와 푸른잎들이 깔끔함을 선사하는거리,대학로,시도,예구마을입구~한려대학교,,,2019-03-18,4840000,전라남도 광양시
용강로,34.976446,127.606713,34.970331,127.6075,이팝,169,0.544,작은 꽃들이 어린아이들을 보는듯 귀여운거리,용강로,시도,기두마을~창덕에버빌,,,2019-03-18,4840000,전라남도 광양시
용강1길,34.977579,127.609054,34.973804,127.608676,가시,91,0.212,싱그러움을 전해주는거리,용강1길,시도,창덕에버빌~임마누엘교회,,,2019-03-18,4840000,전라남도 광양시
기두2길,34.975833,127.604957,34.974052,127.605951,벚,31,0.132,봄이면 성인 아이 모두 아름다움을 만끽할수있는거리,기두2길,시도,기두마을~창덕에버빌,,,2019-03-18,4840000,전라남도 광양시
기두5길,34.973997,127.606093,34.97436,127.607541,벚,29,0.124,봄이면 성인 아이 모두 아름다움을 만끽할수있는거리,기두5길,시도,기두마을~창덕에버빌,,,2019-03-18,4840000,전라남도 광양시
와룡길,34.971055,127.608765,34.969914,127.61156,벚,48,0.142,봄이면 성인 아이 모두 아름다움을 만끽할수있는거리,와룡길,시도,용강로~송보아파트,,,2019-03-18,4840000,전라남도 광양시
초남공단길,34.935441,127.605262,34.922492,127.60996,가시,374,0.374,싱그러움을 전해주는거리,초남공단길,시도,KST~선박출입국사무소,,,2019-03-18,4840000,전라남도 광양시
초남공단1길,34.931929,127.606341,34.925824,127.608671,모감주,153,0.672,딱딱한 거리를 모감주로 인해 부드러워지는 거리,초남공단1길,시도,성천㈜~부일정밀,,,2019-03-18,4840000,전라남도 광양시
초남공단2길,34.927861,127.605173,34.928802,127.608081,모감주,56,0.232,딱딱한 거리를 모감주로 인해 부드러워지는 거리,초남공단2길,시도,성원파이프㈜~한국산업㈜,,,2019-03-18,4840000,전라남도 광양시
초남공단3길,34.926045,127.609647,34.924887,127.606848,모감주,57,0.296,딱딱한 거리를 모감주로 인해 부드러워지는 거리,초남공단3길,시도,삼보강업~서울산업,,,2019-03-18,4840000,전라남도 광양시
직동2길,34.964795,127.641162,34.955377,127.645938,벚,152,0.732,세상을 눈꽃으로 뒤덮게 해주는 거리,직동2길,시도,~위생처리사업소,,,2019-03-18,4840000,전라남도 광양시
우산길,34.981568,127.589776,34.982451,127.589782,벚,16,0.152,세상을 눈꽃으로 뒤덮게 해주는 거리,우산길,시도,광양교육청~내우마을우삼각,,,2019-03-18,4840000,전라남도 광양시
억만길,34.966222,127.626632,34.967487,127.619086,이팝,121,0.252,푸른숲으로만 가득한거리를 하얀꽃이 한결 아름답게 만들어주는 거리,억만길,시도,사곡리~마로산성입구,,,2019-03-18,4840000,전라남도 광양시
세풍중군간도로,34.938535,127.578916,34.94097,127.595396,가시,251,2.368,산뜻하고 싱그러운 거리를 보여줌,세풍중군간도로,시도,세승1교~세풍교차로,,,2019-03-18,4840000,전라남도 광양시
광양항전용1로,34.908628,127.658483,34.963704,127.595013,가시,1325,5.4,산뜻하고 싱그러운 거리를 보여줌,광양항전용1로,시도,월드마린센터~인동IC,,,2019-03-18,4840000,전라남도 광양시
항만10로,34.927704,127.690287,34.925138,127.69148,먼+가시,165,0.66,초록잎과 열매가 한결 거리를 싱그럽게 만들어줌,항만10로,시도,하수처리장~광양항,,,2019-03-18,4840000,전라남도 광양시
인덕로,34.986403,127.579713,34.920378,127.577628,은행+가시,1138,5.848,가을이면 노랗게 물들어가는 단풍잎거리가 아름다움,인덕로,지방도,광양북부교회~신성2교,,,2019-03-18,4840000,전라남도 광양시
서평로,34.975376,127.574586,34.981466,127.581134,벚+이팝+모감주,137,0.58,여름이면 꽃잎으로 아름다운 거리 조성,서평로,시도,이편한~주공칠성아파트,,,2019-03-18,4840000,전라남도 광양시
서평1길,34.983294,127.579526,34.98183,127.578355,느티,25,0.288,푸른잎들이 시원함을 선사하는 거리,서평1길,시도,매화마을상가~새나라어린이집,,,2019-03-18,4840000,전라남도 광양시
서평8길,34.981858,127.578158,34.982269,127.577186,모감주,64,0.264,푸른잎들이 시원함을 선사하는 거리,서평8길,시도,트라이얼마트~서천변로,,,2019-03-18,4840000,전라남도 광양시
매천로,34.979826,127.575307,34.976327,127.581262,이팝+모감주,129,0.524,봄이이면 하얀꽃이 이쁜거리 뽐냄,매천로,지방도,서천교~여고앞사거리,,,2019-03-18,4840000,전라남도 광양시
칠성로,34.980051,127.579076,34.978753,127.58842,모감주+히시,148,0.724,양옆 가로수로 두나무가 산뜻함을 선사함,칠성로,시도,칠성초교~광양실고앞사거리,,,2019-03-18,4840000,전라남도 광양시
서북로,34.976334,127.576082,34.971054,127.579385,벚+느티,128,0.784,벚꽃이 피는계절이면 마음까지 깨끗해지는 생각이 들게하는 거리,서북로,시도,이편한~서천2길경계,,,2019-03-18,4840000,전라남도 광양시
서천2길,34.970961,127.578038,34.970954,127.581399,느티,51,0.75,느티로 늘어져있는거리,서천2길,시도,상아아파트~인덕로경계,,,2019-03-18,4840000,전라남도 광양시
호북길,34.981109,127.584001,34.979008,127.58415,은행,43,0.176,가을이면 노랗게 물들어가는 단풍잎거리가 아름다움,호북길,시도,광양보건소~가나열쇠,,,2019-03-18,4840000,전라남도 광양시
신재로,34.970624,127.588219,34.980785,127.589496,은행+낙우송,162,0.168,가을이면 노랗게 물들어가는 단풍잎거리가 아름다움,신재로,시도,인동교차로~광양교육청,,,2019-03-18,4840000,전라남도 광양시
숲샘길,34.970934,127.581947,34.970535,127.587923,이팝,53,0.26,푸른잎과 하얀꽃이 아름다운 거리,숲샘길,시도,광양병원~광양동초교,,,2019-03-18,4840000,전라남도 광양시
인서6길,34.970757,127.584913,34.967524,127.586204,메세,74,0.3,연인이 다정하게 손잡고 걸을수 있는 거리 조성,인서6길,시도,광양서초교~GS칼텍스,,,2019-03-18,4840000,전라남도 광양시
유당로,34.981744,127.592581,34.971221,127.593381,가시,212,1.156,여름이면 푸른잎들이 시원함을 선사하는거리,유당로,시도,옥룡입구삼거리~우시장사거리,,,2019-03-18,4840000,전라남도 광양시
희양현로,34.975527,127.582625,34.975106,127.600658,먼+이팝,184,0.044,봄이되면 빨간열매와 하얀꽃으로 아름다운거리 조성,희양현로,지방도,여고앞사거리~기두마을입구,,,2019-03-18,4840000,전라남도 광양시
대림오성로,34.96894,127.563132,34.965118,127.578621,느티+은행,278,1.188,가을이면 노랗게 물들어가는 단풍잎거리가 아름다움,대림오성로,시도,대림산업~희양삼거리,,,2019-03-18,4840000,전라남도 광양시
발섬6길,34.935699,127.699899,34.932579,127.699993,가시,55,0.228,상가로 밀집되어있는 거리를 푸른잎과 하얀꽃으로 편안한 분위기 조성,발섬6길,시도,동광양수산~미니스톱터미널점,,,2019-03-18,4840000,전라남도 광양시
불로로,34.944107,127.703243,34.944257,127.683289,이팝+은행,195,0.944,차량이동이 많은 거리를 이팝나무로 인해 더욱 아름다워짐,불로로,시도,주공2차아파트~마동재,,,2019-03-18,4840000,전라남도 광양시
사동로,34.940549,127.688764,34.950379,127.695633,이팝,431,1.836,차량이동이 많은 거리를 이팝나무로 인해 더욱 아름다워짐,사동로,시도,콘테이너사거리~송원숯불갈비,,,2019-03-18,4840000,전라남도 광양시
시청로,34.940249,127.692286,34.939658,127.697863,먼+가시,81,0.428,초록잎과 열매가 한결 거리를 싱그럽게 만들어줌,시청로,시도,광양세관~중마장례식장,,,2019-03-18,4840000,전라남도 광양시
오류5길,34.937895,127.689344,34.937848,127.697695,모감주,123,0.248,좁은 골목길이 모감주로 인해 밝아보임,오류5길,시도,청소년문화센터~중마시장,,,2019-03-18,4840000,전라남도 광양시
오류로,34.938782,127.694988,34.95005,127.695664,이팝,196,0.926,차량이동이 많은 거리를 이팝나무로 인해 더욱 아름다워짐,오류로,시도,광양시민광장~송원숯불갈비,,,2019-03-18,4840000,전라남도 광양시
중동로,34.940536,127.689464,34.941278,127.701555,이팝+은행,174,0.668,가을이면 노랗게 물들어가는 단풍잎거리가 아름다움,중동로,시도,콘테이너사거리~중앙문화회관,,,2019-03-18,4840000,전라남도 광양시
중마중앙로,34.949996,127.698006,34.968329,127.698161,느티+가시,414,3.52,차량이동이 많은 거리를 이팝나무로 인해 더욱 아름다워짐,중마중앙로,시도,중앙고교~길호대교,,,2019-03-18,4840000,전라남도 광양시
진등1길,34.947301,127.688481,34.949923,127.69032,이팝,32,0.112,차량이동이 많은 거리를 이팝나무로 인해 더욱 아름다워짐,진등1길,시도,예림이스트밸리~사동로교차점,,,2019-03-18,4840000,전라남도 광양시
진등2길,34.950962,127.688282,34.951059,127.690231,느티,30,0.108,골목길이 느티로인해 밝은 도로로보임,진등2길,시도,백운온천~사동로,,,2019-03-18,4840000,전라남도 광양시
진등4길,34.95432,127.692109,34.954083,127.689468,모감주,27,0.104,아파트와 상가의 거리를 모감주로 자연의 멋이 덧보임,진등4길,시도,송보1차아파트~송보3차아파트,,,2019-03-18,4840000,전라남도 광양시
진등5길,34.955086,127.690582,34.955074,127.691217,모감주,7,0.028,아파트와 상가의 거리를 모감주로 자연의 멋이 덧보임,진등5길,시도,홍익유치원~진등길,,,2019-03-18,4840000,전라남도 광양시
광장로,34.938814,127.691103,34.93825,127.695148,먼+가시,358,0.928,초록잎과 열매가 한결 거리를 싱그럽게 만들어줌,광장로,시도,아쿠아센터~태영2차,,,2019-03-18,4840000,전라남도 광양시
구마2길,34.945314,127.687578,34.945307,127.688902,느티,25,0.1,푸른잎들이 우거지는 시원한 거리,구마2길,시도,주공2차~무등파크,,,2019-03-18,4840000,전라남도 광양시
구마4길,34.947845,127.687938,34.947478,127.689183,느티,24,0.088,푸른잎들이 우거지는 시원한 거리,구마4길,시도,서현인테리어~백운고등학교,,,2019-03-18,4840000,전라남도 광양시
구마5길,34.947941,127.690128,34.948586,127.68917,느티,11,0.044,푸른잎들이 우거지는 시원한 거리,구마5길,시도,미식가식당~삼성철물,,,2019-03-18,4840000,전라남도 광양시
구마7길,34.949793,127.689323,34.947759,127.688791,느티,14,0.072,푸른잎들이 우거지는 시원한 거리,구마7길,시도,일진로공업㈜~중동노래연습장,,,2019-03-18,4840000,전라남도 광양시
등논2길,34.952064,127.695713,34.952132,127.698122,느티,35,0.144,푸른잎들이 우거지는 시원한 거리,등논2길,시도,무궁화유치원~광양빛교회,,,2019-03-18,4840000,전라남도 광양시
등논4길,34.951995,127.696775,34.950372,127.69686,느티,29,0.156,푸른잎들이 우거지는 시원한 거리,등논4길,시도,등논2길경계~중마로경계,,,2019-03-18,4840000,전라남도 광양시
마장길,34.942742,127.699291,34.942715,127.702399,느티,43,0.16,푸른잎들이 우거지는 시원한 거리,마장길,시도,주공아파트상가~새동산교회,,,2019-03-18,4840000,전라남도 광양시
선화로,36.324573,127.410451,36.332444,127.424937,버즘나무+은행나무+이팝나무,,2.7,버즘나무길,선화로,기타도로,계룡로~선화교,042-606-6599,대전광역시 중구청,2019-06-05,3650000,대전광역시 중구
중교로,36.324155,127.420722,36.327609,127.430369,이팝나무,,1.8,이팝나무길,중교로,기타도로,시민회관~중교,042-606-6595,대전광역시 중구청,2019-06-05,3650000,대전광역시 중구
보문산로,36.304437,127.382732,36.317637,127.417795,은행나무+회화나무+느릅나무+이팝나무,,5.5,회화나무길,보문산로,기타도로,산성3가~대사4가,042-606-6595,대전광역시 중구청,2019-06-05,3650000,대전광역시 중구
산성로,36.305623,127.389619,36.313767,127.402881,버즘나무+목백합+은행나무+꽃개오동+중국단풍+회화나무+느릅나무+이팝나무,,3.5,버즘나무길,산성로,기타도로,버드네교~충남기계공고,042-606-6598,대전광역시 중구청,2019-06-05,3650000,대전광역시 중구
문화로,36.310117,127.386945,36.317978,127.415445,버즘나무+목백합+은행나무+이팝나무+단풍나무+왕벚나무,,5.2,버즘나무길,,기타도로,도마교~테미3가,042-606-6595,대전광역시 중구청,2019-06-05,3650000,대전광역시 중구
계백로,36.315699,127.386945,36.322168,127.411889,은행나무+시다+배롱나무,,3,은행나무길,,기타도로,유등교~서대전4가,042-606-6595,대전광역시 중구청,2019-06-05,3650000,대전광역시 중구
유천로,36.325339,127.394901,36.328863,127.399472,버즘나무+목백합+은행나무+감나무,,2.5,은행나무길,유천로,기타도로,태평5가~문화초교3가,042-606-6597,대전광역시 중구청,2019-06-05,3650000,대전광역시 중구
